,BA,,,,Nividia,,,0, .IXIC,,,,GE,,,, NOK,,,,,36526,45809
Date,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,,,
23/04/2007, $95.58 ,91.78,91.22666667,-0.005789217, $0.56 ,0.51496,0.566238095,0.091080098," $2,562.99 ",2456.578,2480.82,0.009458484, $178.13 ,170.32766,175.3596381,0.028249131, $24.65 ,22.17926,21.31990952,-0.034857846,,,
30/04/2007, $94.49 ,92.634,91.35238095,-0.013563542, $0.57 ,0.51906,0.563461905,0.078490198," $2,577.96 ",2482.222,2486.460476,0.00164412, $179.76 ,171.0551,175.8291048,0.026558279, $24.78 ,22.7939,21.55834762,-0.049866103,,,
07/05/2007, $95.00 ,93.332,91.54333333,-0.01882807, $0.59 ,0.52852,0.561857143,0.056379406," $2,580.06 ",2502.828,2491.700476,-0.004312893, $179.13 ,172.309,175.8108714,0.019548937, $24.24 ,23.27834,21.77125714,-0.062170051,,,
14/05/2007, $97.50 ,94.184,91.85761905,-0.023860317, $0.59 ,0.53966,0.55897619,0.03280603," $2,568.93 ",2527.294,2496.36619,-0.01203918, $178.37 ,173.80218,175.5328381,0.009702744, $25.95 ,23.82596,22.06987619,-0.06768356,,,
21/05/2007, $98.84 ,95.464,92.30428571,-0.031967971, $0.60 ,0.55482,0.557371429,0.004252381," $2,600.94 ",2549.038,2504.154762,-0.017256545, $180.95 ,175.5538,175.4827,-0.000392921, $26.00 ,24.13788,22.37031429,-0.067975715,,,
29/05/2007, $101.45 ,96.282,92.8352381,-0.033974982, $0.59 ,0.56842,0.555809524,-0.021283504," $2,626.40 ",2564.436,2512.054286,-0.019944302, $180.86 ,177.15228,175.4006571,-0.009685153, $27.00 ,24.75446,22.69856667,-0.076148146,,,
04/06/2007, $101.00 ,97.456,93.37285714,-0.040427157, $0.62 ,0.58176,0.557071429,-0.04007885," $2,619.75 ",2578.176,2517.622381,-0.023114274, $181.96 ,179.26762,175.4052143,-0.021227001, $27.38 ,25.12402,23.09930952,-0.073944199,,,
11/06/2007, $100.00 ,98.758,93.87095238,-0.048870476, $0.66 ,0.58766,0.560509524,-0.040876959," $2,630.51 ",2590.858,2523.411905,-0.025639931, $182.63 ,179.8132,175.3778667,-0.024286256, $27.88 ,25.59314,23.5050619,-0.074896809,,,
18/06/2007, $98.58 ,99.758,94.36619048,-0.054694761, $0.73 ,0.59772,0.568890476,-0.039427686," $2,634.60 ",2599.216,2531.225714,-0.025806682, $190.33 ,180.25348,175.9339333,-0.022694752, $27.95 ,26.11398,23.84972381,-0.081021391,,,
25/06/2007, $96.57 ,99.974,94.57238095,-0.055934752, $0.72 ,0.6123,0.577971429,-0.047415154," $2,626.56 ",2609.306,2538.139048,-0.027095118, $185.21 ,180.95222,176.4580952,-0.024264813, $27.07 ,26.8416,24.12463333,-0.100384498,,,
02/07/2007, $99.22 ,99.52,94.94383333,-0.046121181, $0.73 ,0.64078,0.585138095,-0.075982391," $2,667.97 ",2622.44,2546.303333,-0.028537302, $185.64 ,183.34512,176.9845333,-0.034262594, $27.98 ,27.24178,24.44330952,-0.100000017,,,
09/07/2007, $102.43 ,99.0741,95.4405,-0.035473982, $0.78 ,0.66558,0.594719048,-0.091292131," $2,707.64 ",2627.564,2556.268571,-0.026331207, $192.25 ,184.197,177.8004048,-0.033272831, $29.02 ,27.45432,24.767,-0.092606492,,,
16/07/2007, $104.42 ,99.3601,96.03192857,-0.031872931, $0.80 ,0.69354,0.606047619,-0.1097496," $2,724.74 ",2635.878,2565.474286,-0.025838691, $195.98 ,185.15416,178.8988667,-0.031918068, $28.94 ,27.65154,25.09205714,-0.088434594,,,
23/07/2007, $107.83 ,100.2441,96.84621429,-0.031511506, $0.77 ,0.72558,0.616757143,-0.140470966," $2,705.03 ",2653.456,2574.000476,-0.029373251, $196.12 ,187.21208,179.8423571,-0.037576988, $27.90 ,27.97896,25.37060952,-0.093494291,,,
30/07/2007, $106.54 ,102.0941,97.62954762,-0.041904941, $0.80 ,0.75218,0.629714286,-0.153312111," $2,607.45 ",2672.302,2583.650476,-0.033999319, $190.24 ,189.88256,180.9317,-0.047051174, $29.63 ,28.1915,25.78183333,-0.081321391,,,
06/08/2007, $104.85 ,104.0881,98.24764286,-0.055702977, $0.79 ,0.76088,0.642914286,-0.149323689," $2,627.75 ",2686.388,2594.304286,-0.035042799, $193.63 ,191.04074,182.212481,-0.04559234, $29.82 ,28.18192,26.19807143,-0.066520981,,,
13/08/2007, $100.91 ,105.214,98.70478571,-0.064505146, $0.77 ,0.77584,0.654785714,-0.158240896," $2,572.51 ",2682.566,2599.66381,-0.032226188, $185.69 ,192.04576,182.8711048,-0.049408398, $29.55 ,28.69508,26.54638095,-0.072725579,,,
20/08/2007, $98.95 ,104.91,99.08335714,-0.058884718, $0.82 ,0.78738,0.669557143,-0.143651374," $2,576.69 ",2674.522,2605.428571,-0.026814801, $188.90 ,193.64424,183.6619048,-0.052845472, $29.65 ,29.06272,26.90882381,-0.072642584,,,
27/08/2007, $98.95 ,103.816,99.47430952,-0.04387762, $0.86 ,0.78514,0.685761905,-0.116123037," $2,603.11 ",2647.496,2611.703333,-0.013749963, $187.89 ,192.33292,184.4960095,-0.041709721, $31.73 ,29.16804,27.33960476,-0.057628261,,,
04/09/2007, $97.74 ,102.04,99.7905,-0.023015142, $0.90 ,0.78974,0.703819048,-0.095467725," $2,644.45 ",2617.886,2618.965714,0.000408294, $188.80 ,190.91632,185.3734143,-0.029358455, $32.90 ,29.30974,27.81739524,-0.045365263,,,
10/09/2007, $99.58 ,100.28,100.0205,-0.002605945, $0.88 ,0.80596,0.720233333,-0.097638573," $2,612.70 ",2597.502,2622.797143,0.00968161, $195.26 ,189.27,186.558481,-0.013886575, $33.32 ,30.07566,28.25369524,-0.054685082,,,
17/09/2007, $103.23 ,99.226,100.3847857,0.011225281, $0.90 ,0.8262,0.736280952,-0.099910053," $2,683.02 ",2604.902,2628.512857,0.008800105, $201.34 ,188.98286,187.663781,-0.006551503, $35.62 ,30.72862,28.77570476,-0.054833757,,,
24/09/2007, $106.15 ,99.69,100.9400238,0.011776013, $0.93 ,0.8438,0.753628571,-0.096958525," $2,716.75 ",2601.892,2635.121905,0.012231492, $198.76 ,189.3083,188.5685286,-0.003722017, $36.44 ,31.42752,29.33099524,-0.057535979,,,
01/10/2007, $107.15 ,101.13,101.5185952,0.003626647, $0.95 ,0.8708,0.770652381,-0.105551875," $2,784.93 ",2623.994,2644.877619,0.007498795, $201.72 ,192.43824,189.6442,-0.013850895, $36.60 ,32.6415,29.91956667,-0.074367122,,,
08/10/2007, $103.26 ,102.77,101.792881,-0.009462706, $0.94 ,0.89276,0.787495238,-0.11168675," $2,834.00 ",2652.006,2657.5,0.001938603, $201.44 ,194.41,190.7426619,-0.018206008, $36.85 ,33.99908,30.4388381,-0.09661391,,,
15/10/2007, $97.15 ,103.874,101.7124048,-0.02225008, $0.99 ,0.91136,0.806152381,-0.106077454," $2,811.66 ",2688.37,2667.534286,-0.007410467, $196.89 ,197.1762,191.5015571,-0.028821533, $36.50 ,34.97372,30.93850952,-0.110565828,,,
